Year, Month, day, hour, solar
2015,3,28,15,10825.0
2015,3,28,16,8825.0
2015,3,28,17,6825.0
2015,3,28,18,4825.0
2015,3,28,19,2825.0
2015,3,28,20,825.0
2015,3,28,21,825.0
2015,3,28,22,825.0
2015,3,28,23,825.0
2015,4,1,0,1100.0
2015,4,1,1,1100.0
2015,4,1,2,1100.0
2015,4,1,3,1100.0
2015,4,1,4,2100.0
2015,4,1,5,3100.0
2015,4,1,6,4100.0
2015,4,1,7,7100.0
2015,4,1,8,11100.0
2015,4,1,9,14100.0
2015,4,1,10,16100.0
2015,4,1,11,21100.0
2015,4,1,12,19100.0
2015,4,1,13,16100.0
2015,4,1,14,13100.0
2015,4,1,15,11100.0
2015,4,1,16,9100.0
2015,4,1,17,7100.0
2015,4,1,18,5100.0
2015,4,1,19,3100.0
2015,4,1,20,1100.0
2015,4,1,21,1100.0
2015,4,1,22,1100.0
2015,4,1,23,1100.0
2015,4,2,0,1100.0
2015,4,2,1,1100.0
2015,4,2,2,1100.0
2015,4,2,3,1100.0
2015,4,2,4,2100.0
2015,4,2,5,3100.0
2015,4,2,6,4100.0
2015,4,2,7,7100.0
2015,4,2,8,11100.0
2015,4,2,9,14100.0
2015,4,2,10,16100.0
2015,4,2,11,21100.0
2015,4,2,12,19100.0
2015,4,2,13,16100.0
2015,4,2,14,13100.0
2015,4,2,15,11100.0
2015,4,2,16,9100.0
2015,4,2,17,7100.0
2015,4,2,18,5100.0
2015,4,2,19,3100.0
2015,4,2,20,1100.0
2015,4,2,21,1100.0
2015,4,2,22,1100.0
2015,4,2,23,1100.0
2015,4,3,0,1100.0
2015,4,3,1,1100.0
2015,4,3,2,1100.0
2015,4,3,3,1100.0
2015,4,3,4,2100.0
2015,4,3,5,3100.0
2015,4,3,6,4100.0
2015,4,3,7,7100.0
2015,4,3,8,11100.0
2015,4,3,9,14100.0
2015,4,3,10,16100.0
2015,4,3,11,21100.0
2015,4,3,12,19100.0
2015,4,3,13,16100.0
2015,4,3,14,13100.0
2015,4,3,15,11100.0
2015,4,3,16,9100.0
2015,4,3,17,7100.0
2015,4,3,18,5100.0
2015,4,3,19,3100.0
2015,4,3,20,1100.0
2015,4,3,21,1100.0
2015,4,3,22,1100.0
2015,4,3,23,1100.0
2015,4,4,0,1100.0
2015,4,4,1,1100.0
2015,4,4,2,1100.0
2015,4,4,3,1100.0
2015,4,4,4,2100.0
2015,4,4,5,3100.0
2015,4,4,6,4100.0
2015,4,4,7,7100.0
2015,4,4,8,11100.0
2015,4,4,9,14100.0
2015,4,4,10,16100.0
2015,4,4,11,21100.0
2015,4,4,12,19100.0
2015,4,4,13,16100.0
2015,4,4,14,13100.0
2015,4,4,15,11100.0
2015,4,4,16,9100.0
2015,4,4,17,7100.0
2015,4,4,18,5100.0
2015,4,4,19,3100.0
2015,4,4,20,1100.0
2015,4,4,21,1100.0
2015,4,4,22,1100.0
2015,4,4,23,1100.0
2015,4,5,0,1100.0
2015,4,5,1,1100.0
2015,4,5,2,1100.0
2015,4,5,3,1100.0
2015,4,5,4,2100.0
2015,4,5,5,3100.0
2015,4,5,6,4100.0
2015,4,5,7,7100.0
2015,4,5,8,11100.0
2015,4,5,9,14100.0
2015,4,5,10,16100.0
2015,4,5,11,21100.0
2015,4,5,12,19100.0
2015,4,5,13,16100.0
2015,4,5,14,13100.0
2015,4,5,15,11100.0
2015,4,5,16,9100.0
2015,4,5,17,7100.0
2015,4,5,18,5100.0
2015,4,5,19,3100.0
2015,4,5,20,1100.0
2015,4,5,21,1100.0
2015,4,5,22,1100.0
2015,4,5,23,1100.0
2015,4,6,0,1100.0
2015,4,6,1,1100.0
2015,4,6,2,1100.0
2015,4,6,3,1100.0
2015,4,6,4,2100.0
2015,4,6,5,3100.0
2015,4,6,6,4100.0
2015,4,6,7,7100.0
2015,4,6,8,11100.0
2015,4,6,9,14100.0
2015,4,6,10,16100.0
2015,4,6,11,21100.0
2015,4,6,12,19100.0
2015,4,6,13,16100.0
2015,4,6,14,13100.0
2015,4,6,15,11100.0
2015,4,6,16,9100.0
2015,4,6,17,7100.0
2015,4,6,18,5100.0
2015,4,6,19,3100.0
2015,4,6,20,1100.0
2015,4,6,21,1100.0
2015,4,6,22,1100.0
2015,4,6,23,1100.0
2015,4,7,0,1100.0
2015,4,7,1,1100.0
2015,4,7,2,1100.0
2015,4,7,3,1100.0
2015,4,7,4,2100.0
2015,4,7,5,3100.0
2015,4,7,6,4100.0
2015,4,7,7,7100.0
2015,4,7,8,11100.0
2015,4,7,9,14100.0
2015,4,7,10,16100.0
2015,4,7,11,21100.0
2015,4,7,12,19100.0
2015,4,7,13,16100.0
2015,4,7,14,13100.0
2015,4,7,15,11100.0
2015,4,7,16,9100.0
2015,4,7,17,7100.0
2015,4,7,18,5100.0
2015,4,7,19,3100.0
2015,4,7,20,1100.0
2015,4,7,21,1100.0
2015,4,7,22,1100.0
2015,4,7,23,1100.0
2015,4,8,0,1100.0
2015,4,8,1,1100.0
2015,4,8,2,1100.0
2015,4,8,3,1100.0
2015,4,8,4,2100.0
2015,4,8,5,3100.0
2015,4,8,6,4100.0
2015,4,8,7,7100.0
2015,4,8,8,11100.0
2015,4,8,9,14100.0
2015,4,8,10,16100.0
2015,4,8,11,21100.0
2015,4,8,12,19100.0
2015,4,8,13,16100.0
2015,4,8,14,13100.0
2015,4,8,15,11100.0
2015,4,8,16,9100.0
2015,4,8,17,7100.0
2015,4,8,18,5100.0
2015,4,8,19,3100.0
2015,4,8,20,1100.0
2015,4,8,21,1100.0
2015,4,8,22,1100.0
2015,4,8,23,1100.0
2015,4,9,0,1100.0
2015,4,9,1,1100.0
2015,4,9,2,1100.0
2015,4,9,3,1100.0
2015,4,9,4,2100.0
2015,4,9,5,3100.0
2015,4,9,6,4100.0
2015,4,9,7,7100.0
2015,4,9,8,11100.0
2015,4,9,9,14100.0
2015,4,9,10,16100.0
2015,4,9,11,21100.0
2015,4,9,12,19100.0
2015,4,9,13,16100.0
2015,4,9,14,13100.0
2015,4,9,15,11100.0
2015,4,9,16,9100.0
2015,4,9,17,7100.0
2015,4,9,18,5100.0
2015,4,9,19,3100.0
2015,4,9,20,1100.0
2015,4,9,21,1100.0
2015,4,9,22,1100.0
2015,4,9,23,1100.0
2015,4,10,0,1100.0
2015,4,10,1,1100.0
2015,4,10,2,1100.0
2015,4,10,3,1100.0
2015,4,10,4,2100.0
2015,4,10,5,3100.0
2015,4,10,6,4100.0
2015,4,10,7,7100.0
2015,4,10,8,11100.0
2015,4,10,9,14100.0
2015,4,10,10,16100.0
2015,4,10,11,21100.0
2015,4,10,12,19100.0
2015,4,10,13,16100.0
2015,4,10,14,13100.0
2015,4,10,15,11100.0
2015,4,10,16,9100.0
2015,4,10,17,7100.0
2015,4,10,18,5100.0
2015,4,10,19,3100.0
2015,4,10,20,1100.0
2015,4,10,21,1100.0
2015,4,10,22,1100.0
2015,4,10,23,1100.0
2015,4,11,0,1100.0
2015,4,11,1,1100.0
2015,4,11,2,1100.0
2015,4,11,3,1100.0
2015,4,11,4,2100.0
2015,4,11,5,3100.0
2015,4,11,6,4100.0
2015,4,11,7,7100.0
2015,4,11,8,11100.0
2015,4,11,9,14100.0
2015,4,11,10,16100.0
2015,4,11,11,21100.0
2015,4,11,12,19100.0
2015,4,11,13,16100.0
2015,4,11,14,13100.0
2015,4,11,15,11100.0
2015,4,11,16,9100.0
2015,4,11,17,7100.0
2015,4,11,18,5100.0
2015,4,11,19,3100.0
2015,4,11,20,1100.0
2015,4,11,21,1100.0
2015,4,11,22,1100.0
2015,4,11,23,1100.0
2015,4,12,0,1100.0
2015,4,12,1,1100.0
2015,4,12,2,1100.0
2015,4,12,3,1100.0
2015,4,12,4,2100.0
2015,4,12,5,3100.0
2015,4,12,6,4100.0
2015,4,12,7,7100.0
2015,4,12,8,11100.0
2015,4,12,9,14100.0
2015,4,12,10,16100.0
2015,4,12,11,21100.0
2015,4,12,12,19100.0
2015,4,12,13,16100.0
2015,4,12,14,13100.0
2015,4,12,15,11100.0
2015,4,12,16,9100.0
2015,4,12,17,7100.0
2015,4,12,18,5100.0
2015,4,12,19,3100.0
2015,4,12,20,1100.0
2015,4,12,21,1100.0
2015,4,12,22,1100.0
2015,4,12,23,1100.0
2015,4,13,0,1100.0
2015,4,13,1,1100.0
2015,4,13,2,1100.0
2015,4,13,3,1100.0
2015,4,13,4,2100.0
2015,4,13,5,3100.0
2015,4,13,6,4100.0
2015,4,13,7,7100.0
2015,4,13,8,11100.0
2015,4,13,9,14100.0
2015,4,13,10,16100.0
2015,4,13,11,21100.0
2015,4,13,12,19100.0
2015,4,13,13,16100.0
2015,4,13,14,13100.0
2015,4,13,15,11100.0
2015,4,13,16,9100.0
2015,4,13,17,7100.0
2015,4,13,18,5100.0
2015,4,13,19,3100.0
2015,4,13,20,1100.0
2015,4,13,21,1100.0
2015,4,13,22,1100.0
2015,4,13,23,1100.0
2015,4,14,0,1100.0
2015,4,14,1,1100.0
2015,4,14,2,1100.0
2015,4,14,3,1100.0
2015,4,14,4,2100.0
2015,4,14,5,3100.0
2015,4,14,6,4100.0
2015,4,14,7,7100.0
2015,4,14,8,11100.0
2015,4,14,9,14100.0
2015,4,14,10,16100.0
2015,4,14,11,21100.0
2015,4,14,12,19100.0
2015,4,14,13,16100.0
2015,4,14,14,13100.0
2015,4,14,15,11100.0
2015,4,14,16,9100.0
2015,4,14,17,7100.0
2015,4,14,18,5100.0
2015,4,14,19,3100.0
2015,4,14,20,1100.0
2015,4,14,21,1100.0
2015,4,14,22,1100.0
2015,4,14,23,1100.0
2015,4,15,0,1100.0
2015,4,15,1,1100.0
2015,4,15,2,1100.0
2015,4,15,3,1100.0
2015,4,15,4,2100.0
2015,4,15,5,3100.0
2015,4,15,6,4100.0
2015,4,15,7,7100.0
2015,4,15,8,11100.0
2015,4,15,9,14100.0
2015,4,15,10,16100.0
2015,4,15,11,21100.0
2015,4,15,12,19100.0
2015,4,15,13,16100.0
2015,4,15,14,13100.0
2015,4,15,15,11100.0
2015,4,15,16,9100.0
2015,4,15,17,7100.0
2015,4,15,18,5100.0
2015,4,15,19,3100.0
2015,4,15,20,1100.0
2015,4,15,21,1100.0
2015,4,15,22,1100.0
2015,4,15,23,1100.0
2015,4,16,0,1100.0
2015,4,16,1,1100.0
2015,4,16,2,1100.0
2015,4,16,3,1100.0
2015,4,16,4,2100.0
2015,4,16,5,3100.0
2015,4,16,6,4100.0
2015,4,16,7,7100.0
2015,4,16,8,11100.0
2015,4,16,9,14100.0
2015,4,16,10,16100.0
2015,4,16,11,21100.0
2015,4,16,12,19100.0
2015,4,16,13,16100.0
2015,4,16,14,13100.0
2015,4,16,15,11100.0
2015,4,16,16,9100.0
2015,4,16,17,7100.0
2015,4,16,18,5100.0
2015,4,16,19,3100.0
2015,4,16,20,1100.0
2015,4,16,21,1100.0
2015,4,16,22,1100.0
2015,4,16,23,1100.0
2015,4,17,0,1100.0
2015,4,17,1,1100.0
2015,4,17,2,1100.0
2015,4,17,3,1100.0
2015,4,17,4,2100.0
2015,4,17,5,3100.0
2015,4,17,6,4100.0
2015,4,17,7,7100.0
2015,4,17,8,11100.0
2015,4,17,9,14100.0
2015,4,17,10,16100.0
2015,4,17,11,21100.0
2015,4,17,12,19100.0
2015,4,17,13,16100.0
2015,4,17,14,13100.0
2015,4,17,15,11100.0
2015,4,17,16,9100.0
2015,4,17,17,7100.0
2015,4,17,18,5100.0
2015,4,17,19,3100.0
2015,4,17,20,1100.0
2015,4,17,21,1100.0
2015,4,17,22,1100.0
2015,4,17,23,1100.0
2015,4,18,0,1100.0
2015,4,18,1,1100.0
2015,4,18,2,1100.0
2015,4,18,3,1100.0
2015,4,18,4,2100.0
2015,4,18,5,3100.0
2015,4,18,6,4100.0
2015,4,18,7,7100.0
2015,4,18,8,11100.0
2015,4,18,9,14100.0
2015,4,18,10,16100.0
2015,4,18,11,21100.0
2015,4,18,12,19100.0
2015,4,18,13,16100.0
2015,4,18,14,13100.0
2015,4,18,15,11100.0
2015,4,18,16,9100.0
2015,4,18,17,7100.0
2015,4,18,18,5100.0
2015,4,18,19,3100.0
2015,4,18,20,1100.0
2015,4,18,21,1100.0
2015,4,18,22,1100.0
2015,4,18,23,1100.0
2015,4,19,0,1100.0
2015,4,19,1,1100.0
2015,4,19,2,1100.0
2015,4,19,3,1100.0
2015,4,19,4,2100.0
2015,4,19,5,3100.0
2015,4,19,6,4100.0
2015,4,19,7,7100.0
2015,4,19,8,11100.0
2015,4,19,9,14100.0
2015,4,19,10,16100.0
2015,4,19,11,21100.0
2015,4,19,12,19100.0
2015,4,19,13,16100.0
2015,4,19,14,13100.0
2015,4,19,15,11100.0
2015,4,19,16,9100.0
2015,4,19,17,7100.0
2015,4,19,18,5100.0
2015,4,19,19,3100.0
2015,4,19,20,1100.0
2015,4,19,21,1100.0
2015,4,19,22,1100.0
2015,4,19,23,1100.0
2015,4,20,0,1100.0
2015,4,20,1,1100.0
2015,4,20,2,1100.0
2015,4,20,3,1100.0
2015,4,20,4,2100.0
2015,4,20,5,3100.0
2015,4,20,6,4100.0
2015,4,20,7,7100.0
2015,4,20,8,11100.0
2015,4,20,9,14100.0
2015,4,20,10,16100.0
2015,4,20,11,21100.0
2015,4,20,12,19100.0
2015,4,20,13,16100.0
2015,4,20,14,13100.0
2015,4,20,15,11100.0
2015,4,20,16,9100.0
2015,4,20,17,7100.0
2015,4,20,18,5100.0
2015,4,20,19,3100.0
2015,4,20,20,1100.0
2015,4,20,21,1100.0
2015,4,20,22,1100.0
2015,4,20,23,1100.0
2015,4,21,0,1100.0
2015,4,21,1,1100.0
2015,4,21,2,1100.0
2015,4,21,3,1100.0
2015,4,21,4,2100.0
2015,4,21,5,3100.0
2015,4,21,6,4100.0
2015,4,21,7,7100.0
2015,4,21,8,11100.0
2015,4,21,9,14100.0
2015,4,21,10,16100.0
2015,4,21,11,21100.0
2015,4,21,12,19100.0
2015,4,21,13,16100.0
2015,4,21,14,13100.0
2015,4,21,15,11100.0
2015,4,21,16,9100.0
2015,4,21,17,7100.0
2015,4,21,18,5100.0
2015,4,21,19,3100.0
2015,4,21,20,1100.0
2015,4,21,21,1100.0
2015,4,21,22,1100.0
2015,4,21,23,1100.0
2015,4,22,0,1100.0
2015,4,22,1,1100.0
2015,4,22,2,1100.0
2015,4,22,3,1100.0
2015,4,22,4,2100.0
2015,4,22,5,3100.0
2015,4,22,6,4100.0
2015,4,22,7,7100.0
2015,4,22,8,11100.0
2015,4,22,9,14100.0
2015,4,22,10,16100.0
2015,4,22,11,21100.0
2015,4,22,12,19100.0
2015,4,22,13,16100.0
2015,4,22,14,13100.0
2015,4,22,15,11100.0
2015,4,22,16,9100.0
2015,4,22,17,7100.0
2015,4,22,18,5100.0
2015,4,22,19,3100.0
2015,4,22,20,1100.0
2015,4,22,21,1100.0
2015,4,22,22,1100.0
2015,4,22,23,1100.0
2015,4,23,0,1100.0
2015,4,23,1,1100.0
2015,4,23,2,1100.0
2015,4,23,3,1100.0
2015,4,23,4,2100.0
2015,4,23,5,3100.0
2015,4,23,6,4100.0
2015,4,23,7,7100.0
2015,4,23,8,11100.0
2015,4,23,9,14100.0
2015,4,23,10,16100.0
2015,4,23,11,21100.0
2015,4,23,12,19100.0
2015,4,23,13,16100.0
2015,4,23,14,13100.0
2015,4,23,15,11100.0
2015,4,23,16,9100.0
2015,4,23,17,7100.0
2015,4,23,18,5100.0
2015,4,23,19,3100.0
2015,4,23,20,1100.0
2015,4,23,21,1100.0
2015,4,23,22,1100.0
2015,4,23,23,1100.0
2015,4,24,0,1100.0
2015,4,24,1,1100.0
2015,4,24,2,1100.0
2015,4,24,3,1100.0
2015,4,24,4,2100.0
2015,4,24,5,3100.0
2015,4,24,6,4100.0
2015,4,24,7,7100.0
2015,4,24,8,11100.0
2015,4,24,9,14100.0
2015,4,24,10,16100.0
2015,4,24,11,21100.0
2015,4,24,12,19100.0
2015,4,24,13,16100.0
2015,4,24,14,13100.0
2015,4,24,15,11100.0
2015,4,24,16,9100.0
2015,4,24,17,7100.0
2015,4,24,18,5100.0
2015,4,24,19,3100.0
2015,4,24,20,1100.0
2015,4,24,21,1100.0
2015,4,24,22,1100.0
2015,4,24,23,1100.0
2015,4,25,0,1100.0
2015,4,25,1,1100.0
2015,4,25,2,1100.0
2015,4,25,3,1100.0
2015,4,25,4,2100.0
2015,4,25,5,3100.0
2015,4,25,6,4100.0
2015,4,25,7,7100.0
2015,4,25,8,11100.0
2015,4,25,9,14100.0
2015,4,25,10,16100.0
2015,4,25,11,21100.0
2015,4,25,12,19100.0
2015,4,25,13,16100.0
2015,4,25,14,13100.0
2015,4,25,15,11100.0
2015,4,25,16,9100.0
2015,4,25,17,7100.0
2015,4,25,18,5100.0
2015,4,25,19,3100.0
2015,4,25,20,1100.0
2015,4,25,21,1100.0
2015,4,25,22,1100.0
2015,4,25,23,1100.0
2015,4,26,0,1100.0
2015,4,26,1,1100.0
2015,4,26,2,1100.0
2015,4,26,3,1100.0
2015,4,26,4,2100.0
2015,4,26,5,3100.0
2015,4,26,6,4100.0
2015,4,26,7,7100.0
2015,4,26,8,11100.0
2015,4,26,9,14100.0
2015,4,26,10,16100.0
2015,4,26,11,21100.0
2015,4,26,12,19100.0
2015,4,26,13,16100.0
2015,4,26,14,13100.0
2015,4,26,15,11100.0
2015,4,26,16,9100.0
2015,4,26,17,7100.0
2015,4,26,18,5100.0
2015,4,26,19,3100.0
2015,4,26,20,1100.0
2015,4,26,21,1100.0
2015,4,26,22,1100.0
2015,4,26,23,1100.0
2015,4,27,0,1100.0
2015,4,27,1,1100.0
2015,4,27,2,1100.0
2015,4,27,3,1100.0
2015,4,27,4,2100.0
2015,4,27,5,3100.0
2015,4,27,6,4100.0
2015,4,27,7,7100.0
2015,4,27,8,11100.0
2015,4,27,9,14100.0
2015,4,27,10,16100.0
2015,4,27,11,21100.0
2015,4,27,12,19100.0
2015,4,27,13,16100.0
2015,4,27,14,13100.0
2015,4,27,15,11100.0
2015,4,27,16,9100.0
2015,4,27,17,7100.0
2015,4,27,18,5100.0
2015,4,27,19,3100.0
2015,4,27,20,1100.0
2015,4,27,21,1100.0
2015,4,27,22,1100.0
2015,4,27,23,1100.0
2015,4,28,0,1100.0
2015,4,28,1,1100.0
2015,4,28,2,1100.0
2015,4,28,3,1100.0
2015,4,28,4,2100.0
2015,4,28,5,3100.0
2015,4,28,6,4100.0
2015,4,28,7,7100.0
2015,4,28,8,11100.0
2015,4,28,9,14100.0
2015,4,28,10,16100.0
2015,4,28,11,21100.0
2015,4,28,12,19100.0
2015,4,28,13,16100.0
2015,4,28,14,13100.0
2015,4,28,15,11100.0
2015,4,28,16,9100.0
2015,4,28,17,7100.0
2015,4,28,18,5100.0
2015,4,28,19,3100.0
2015,4,28,20,1100.0
2015,4,28,21,1100.0
2015,4,28,22,1100.0
2015,4,28,23,1100.0
2015,5,1,0,1425.0
2015,5,1,1,1425.0
2015,5,1,2,1425.0
2015,5,1,3,1425.0
2015,5,1,4,2425.0
2015,5,1,5,3425.0
2015,5,1,6,4425.0
2015,5,1,7,7425.0
2015,5,1,8,11425.0
2015,5,1,9,14425.0
2015,5,1,10,16425.0
2015,5,1,11,21425.0
2015,5,1,12,19425.0
2015,5,1,13,16425.0
2015,5,1,14,13425.0
2015,5,1,15,11425.0
2015,5,1,16,9425.0
2015,5,1,17,7425.0
2015,5,1,18,5425.0
2015,5,1,19,3425.0
2015,5,1,20,1425.0
2015,5,1,21,1425.0
2015,5,1,22,1425.0
2015,5,1,23,1425.0
2015,5,2,0,1425.0
2015,5,2,1,1425.0
2015,5,2,2,1425.0
2015,5,2,3,1425.0
2015,5,2,4,2425.0
2015,5,2,5,3425.0
2015,5,2,6,4425.0
2015,5,2,7,7425.0
2015,5,2,8,11425.0
2015,5,2,9,14425.0
2015,5,2,10,16425.0
2015,5,2,11,21425.0
2015,5,2,12,19425.0
2015,5,2,13,16425.0
2015,5,2,14,13425.0
2015,5,2,15,11425.0
2015,5,2,16,9425.0
2015,5,2,17,7425.0
2015,5,2,18,5425.0
2015,5,2,19,3425.0
2015,5,2,20,1425.0
2015,5,2,21,1425.0
2015,5,2,22,1425.0
2015,5,2,23,1425.0
2015,5,3,0,1425.0
2015,5,3,1,1425.0
2015,5,3,2,1425.0
2015,5,3,3,1425.0
2015,5,3,4,2425.0
2015,5,3,5,3425.0
2015,5,3,6,4425.0
2015,5,3,7,7425.0
2015,5,3,8,11425.0
2015,5,3,9,14425.0
2015,5,3,10,16425.0
2015,5,3,11,21425.0
2015,5,3,12,19425.0
2015,5,3,13,16425.0
2015,5,3,14,13425.0
2015,5,3,15,11425.0
2015,5,3,16,9425.0
2015,5,3,17,7425.0
2015,5,3,18,5425.0
2015,5,3,19,3425.0
2015,5,3,20,1425.0
2015,5,3,21,1425.0
2015,5,3,22,1425.0
2015,5,3,23,1425.0
2015,5,4,0,1425.0
2015,5,4,1,1425.0
2015,5,4,2,1425.0
2015,5,4,3,1425.0
2015,5,4,4,2425.0
2015,5,4,5,3425.0
2015,5,4,6,4425.0
2015,5,4,7,7425.0
2015,5,4,8,11425.0
2015,5,4,9,14425.0
2015,5,4,10,16425.0
2015,5,4,11,21425.0
2015,5,4,12,19425.0
2015,5,4,13,16425.0
2015,5,4,14,13425.0
2015,5,4,15,11425.0
2015,5,4,16,9425.0
2015,5,4,17,7425.0
2015,5,4,18,5425.0
2015,5,4,19,3425.0
2015,5,4,20,1425.0
2015,5,4,21,1425.0
2015,5,4,22,1425.0
2015,5,4,23,1425.0
2015,5,5,0,1425.0
2015,5,5,1,1425.0
2015,5,5,2,1425.0
2015,5,5,3,1425.0
2015,5,5,4,2425.0
2015,5,5,5,3425.0
2015,5,5,6,4425.0
2015,5,5,7,7425.0
2015,5,5,8,11425.0
2015,5,5,9,14425.0
2015,5,5,10,16425.0
2015,5,5,11,21425.0
2015,5,5,12,19425.0
2015,5,5,13,16425.0
2015,5,5,14,13425.0
2015,5,5,15,11425.0
2015,5,5,16,9425.0
2015,5,5,17,7425.0
2015,5,5,18,5425.0
2015,5,5,19,3425.0
2015,5,5,20,1425.0
2015,5,5,21,1425.0
2015,5,5,22,1425.0
2015,5,5,23,1425.0
2015,5,6,0,1425.0
2015,5,6,1,1425.0
2015,5,6,2,1425.0
2015,5,6,3,1425.0
2015,5,6,4,2425.0
2015,5,6,5,3425.0
2015,5,6,6,4425.0
2015,5,6,7,7425.0
2015,5,6,8,11425.0
2015,5,6,9,14425.0
2015,5,6,10,16425.0
2015,5,6,11,21425.0
2015,5,6,12,19425.0
2015,5,6,13,16425.0
2015,5,6,14,13425.0
2015,5,6,15,11425.0
2015,5,6,16,9425.0
2015,5,6,17,7425.0
2015,5,6,18,5425.0
2015,5,6,19,3425.0
2015,5,6,20,1425.0
2015,5,6,21,1425.0
2015,5,6,22,1425.0
2015,5,6,23,1425.0
2015,5,7,0,1425.0
2015,5,7,1,1425.0
2015,5,7,2,1425.0
2015,5,7,3,1425.0
2015,5,7,4,2425.0
2015,5,7,5,3425.0
2015,5,7,6,4425.0
2015,5,7,7,7425.0
2015,5,7,8,11425.0
2015,5,7,9,14425.0
2015,5,7,10,16425.0
2015,5,7,11,21425.0
2015,5,7,12,19425.0
2015,5,7,13,16425.0
2015,5,7,14,13425.0
2015,5,7,15,11425.0
2015,5,7,16,9425.0
2015,5,7,17,7425.0
2015,5,7,18,5425.0
2015,5,7,19,3425.0
2015,5,7,20,1425.0
2015,5,7,21,1425.0
2015,5,7,22,1425.0
2015,5,7,23,1425.0
2015,5,8,0,1425.0
2015,5,8,1,1425.0
2015,5,8,2,1425.0
2015,5,8,3,1425.0
2015,5,8,4,2425.0
2015,5,8,5,3425.0
2015,5,8,6,4425.0
2015,5,8,7,7425.0
2015,5,8,8,11425.0
2015,5,8,9,14425.0
2015,5,8,10,16425.0
2015,5,8,11,21425.0
2015,5,8,12,19425.0
2015,5,8,13,16425.0
2015,5,8,14,13425.0
2015,5,8,15,11425.0
2015,5,8,16,9425.0
2015,5,8,17,7425.0
2015,5,8,18,5425.0
2015,5,8,19,3425.0
2015,5,8,20,1425.0
2015,5,8,21,1425.0
2015,5,8,22,1425.0
2015,5,8,23,1425.0
2015,5,9,0,1425.0
2015,5,9,1,1425.0
2015,5,9,2,1425.0
2015,5,9,3,1425.0
2015,5,9,4,2425.0
2015,5,9,5,3425.0
2015,5,9,6,4425.0
2015,5,9,7,7425.0
2015,5,9,8,11425.0
2015,5,9,9,14425.0
2015,5,9,10,16425.0
2015,5,9,11,21425.0
2015,5,9,12,19425.0
2015,5,9,13,16425.0
2015,5,9,14,13425.0
2015,5,9,15,11425.0
2015,5,9,16,9425.0
2015,5,9,17,7425.0
2015,5,9,18,5425.0
2015,5,9,19,3425.0
2015,5,9,20,1425.0
2015,5,9,21,1425.0
2015,5,9,22,1425.0
2015,5,9,23,1425.0
2015,5,10,0,1425.0
2015,5,10,1,1425.0
2015,5,10,2,1425.0
2015,5,10,3,1425.0
2015,5,10,4,2425.0
2015,5,10,5,3425.0
2015,5,10,6,4425.0
2015,5,10,7,7425.0
2015,5,10,8,11425.0
2015,5,10,9,14425.0
2015,5,10,10,16425.0
2015,5,10,11,21425.0
2015,5,10,12,19425.0
2015,5,10,13,16425.0
2015,5,10,14,13425.0
2015,5,10,15,11425.0
2015,5,10,16,9425.0
2015,5,10,17,7425.0
2015,5,10,18,5425.0
2015,5,10,19,3425.0
2015,5,10,20,1425.0
2015,5,10,21,1425.0
2015,5,10,22,1425.0
2015,5,10,23,1425.0
2015,5,11,0,1425.0
2015,5,11,1,1425.0
2015,5,11,2,1425.0
2015,5,11,3,1425.0
2015,5,11,4,2425.0
2015,5,11,5,3425.0
2015,5,11,6,4425.0
2015,5,11,7,7425.0
2015,5,11,8,11425.0
2015,5,11,9,14425.0
2015,5,11,10,16425.0
2015,5,11,11,21425.0
2015,5,11,12,19425.0
2015,5,11,13,16425.0
2015,5,11,14,13425.0
2015,5,11,15,11425.0
2015,5,11,16,9425.0
2015,5,11,17,7425.0
2015,5,11,18,5425.0
2015,5,11,19,3425.0
2015,5,11,20,1425.0
2015,5,11,21,1425.0
2015,5,11,22,1425.0
2015,5,11,23,1425.0
2015,5,12,0,1425.0
2015,5,12,1,1425.0
2015,5,12,2,1425.0
2015,5,12,3,1425.0
2015,5,12,4,2425.0
2015,5,12,5,3425.0
2015,5,12,6,4425.0
2015,5,12,7,7425.0
2015,5,12,8,11425.0
2015,5,12,9,14425.0
2015,5,12,10,16425.0
2015,5,12,11,21425.0
2015,5,12,12,19425.0
2015,5,12,13,16425.0
2015,5,12,14,13425.0
2015,5,12,15,11425.0
2015,5,12,16,9425.0
2015,5,12,17,7425.0
2015,5,12,18,5425.0
2015,5,12,19,3425.0
2015,5,12,20,1425.0
2015,5,12,21,1425.0
2015,5,12,22,1425.0
2015,5,12,23,1425.0
2015,5,13,0,1425.0
2015,5,13,1,1425.0
2015,5,13,2,1425.0
2015,5,13,3,1425.0
2015,5,13,4,2425.0
2015,5,13,5,3425.0
2015,5,13,6,4425.0
2015,5,13,7,7425.0
2015,5,13,8,11425.0
2015,5,13,9,14425.0
2015,5,13,10,16425.0
2015,5,13,11,21425.0
2015,5,13,12,19425.0
2015,5,13,13,16425.0
2015,5,13,14,13425.0
2015,5,13,15,11425.0
2015,5,13,16,9425.0
2015,5,13,17,7425.0
2015,5,13,18,5425.0
2015,5,13,19,3425.0
2015,5,13,20,1425.0
2015,5,13,21,1425.0
2015,5,13,22,1425.0
2015,5,13,23,1425.0
2015,5,14,0,1425.0
2015,5,14,1,1425.0
2015,5,14,2,1425.0
2015,5,14,3,1425.0
2015,5,14,4,2425.0
2015,5,14,5,3425.0
